,City,Date,Card Type,Exp Type,Gender,Amount,Year,Month
361,"Delhi, India",2014-04-27,Gold,Bills,Female,8798,2014,4
362,"Greater Mumbai, India",2015-05-08,Gold,Bills,Female,192241,2015,5
363,"Bengaluru, India",2014-04-10,Silver,Bills,Female,128164,2014,4
364,"Delhi, India",2014-04-28,Signature,Bills,Female,249061,2014,4
365,"Greater Mumbai, India",2014-01-29,Gold,Bills,Female,275283,2014,1
366,"Greater Mumbai, India",2014-01-03,Platinum,Bills,Female,172194,2014,1
367,"Ahmedabad, India",2015-05-13,Gold,Bills,Female,13162,2015,5
368,"Bengaluru, India",2015-02-05,Platinum,Bills,Female,3427,2015,2
369,"Bengaluru, India",2015-01-07,Gold,Bills,Female,171374,2015,1
370,"Delhi, India",2015-02-19,Signature,Bills,Female,286251,2015,2
371,"Ahmedabad, India",2014-10-19,Platinum,Bills,Female,123417,2014,10
372,"Delhi, India",2013-12-03,Silver,Bills,Female,81088,2013,12
373,"Ahmedabad, India",2014-10-26,Signature,Bills,Female,64113,2014,10
374,"Bengaluru, India",2014-03-27,Platinum,Bills,Female,54374,2014,3
375,"Ahmedabad, India",2015-03-18,Signature,Bills,Female,175515,2015,3
376,"Delhi, India",2013-11-25,Gold,Bills,Female,78773,2013,11
377,"Bengaluru, India",2014-06-25,Signature,Bills,Female,143515,2014,6
378,"Delhi, India",2014-11-22,Silver,Bills,Female,263613,2014,11
379,"Greater Mumbai, India",2015-04-22,Platinum,Bills,Female,265434,2015,4
380,"Delhi, India",2014-06-03,Signature,Bills,Female,87839,2014,6
381,"Delhi, India",2014-06-16,Signature,Bills,Female,60905,2014,6
382,"Delhi, India",2015-04-09,Platinum,Bills,Female,199726,2015,4
383,"Delhi, India",2015-01-20,Silver,Bills,Female,267896,2015,1
384,"Ahmedabad, India",2013-12-31,Gold,Bills,Female,198937,2013,12
385,"Greater Mumbai, India",2014-10-02,Gold,Bills,Female,90745,2014,10
386,"Greater Mumbai, India",2014-07-24,Silver,Bills,Female,86676,2014,7
387,"Greater Mumbai, India",2015-05-08,Platinum,Bills,Female,163574,2015,5
388,"Greater Mumbai, India",2015-04-27,Signature,Bills,Female,2138,2015,4
389,"Bengaluru, India",2014-06-11,Silver,Bills,Female,253749,2014,6
390,"Delhi, India",2014-06-06,Platinum,Bills,Female,60187,2014,6
391,"Bengaluru, India",2015-03-03,Platinum,Bills,Female,15566,2015,3
392,"Greater Mumbai, India",2014-07-11,Signature,Bills,Female,242144,2014,7
393,"Delhi, India",2014-03-17,Platinum,Bills,Female,114049,2014,3
394,"Bengaluru, India",2014-03-17,Gold,Bills,Female,100992,2014,3
395,"Delhi, India",2014-03-03,Silver,Bills,Female,173017,2014,3
396,"Greater Mumbai, India",2014-06-07,Gold,Bills,Female,279567,2014,6
397,"Delhi, India",2013-12-28,Signature,Bills,Female,25016,2013,12
398,"Delhi, India",2013-11-11,Silver,Bills,Female,157982,2013,11
399,"Bengaluru, India",2014-05-17,Signature,Bills,Female,240387,2014,5
400,"Delhi, India",2014-08-31,Platinum,Bills,Female,134030,2014,8
401,"Bengaluru, India",2015-01-26,Gold,Bills,Female,108651,2015,1
402,"Delhi, India",2014-01-17,Gold,Bills,Female,138617,2014,1
403,"Bengaluru, India",2014-01-27,Signature,Bills,Female,98963,2014,1
404,"Delhi, India",2013-12-24,Silver,Bills,Female,25486,2013,12
405,"Delhi, India",2015-03-03,Gold,Bills,Female,231140,2015,3
406,"Ahmedabad, India",2013-10-22,Gold,Bills,Female,20032,2013,10
407,"Greater Mumbai, India",2015-01-14,Gold,Bills,Female,293938,2015,1
408,"Delhi, India",2014-01-11,Silver,Bills,Female,88175,2014,1
409,"Ahmedabad, India",2015-02-07,Platinum,Bills,Female,105297,2015,2
410,"Delhi, India",2013-10-08,Platinum,Bills,Female,129169,2013,10
411,"Greater Mumbai, India",2014-08-14,Signature,Bills,Female,172386,2014,8
412,"Greater Mumbai, India",2015-05-09,Platinum,Bills,Female,46369,2015,5
413,"Greater Mumbai, India",2014-04-02,Silver,Bills,Female,158636,2014,4
414,"Delhi, India",2014-11-26,Signature,Bills,Female,87219,2014,11
415,"Delhi, India",2014-11-16,Gold,Bills,Female,183445,2014,11
416,"Bengaluru, India",2014-06-27,Silver,Bills,Female,147977,2014,6
417,"Ahmedabad, India",2014-11-19,Platinum,Bills,Female,243279,2014,11
418,"Bengaluru, India",2014-04-04,Platinum,Bills,Female,243950,2014,4
419,"Delhi, India",2015-04-14,Silver,Bills,Female,32548,2015,4
420,"Delhi, India",2013-12-09,Platinum,Bills,Female,118126,2013,12
421,"Greater Mumbai, India",2013-11-30,Platinum,Bills,Female,13325,2013,11
422,"Greater Mumbai, India",2014-02-16,Gold,Bills,Female,295055,2014,2
423,"Greater Mumbai, India",2015-01-12,Platinum,Bills,Female,64764,2015,1
424,"Bengaluru, India",2014-02-03,Platinum,Bills,Female,174520,2014,2
425,"Delhi, India",2013-11-05,Signature,Bills,Female,72763,2013,11
426,"Greater Mumbai, India",2014-09-27,Signature,Bills,Female,269809,2014,9
427,"Delhi, India",2014-06-29,Silver,Bills,Female,81145,2014,6
428,"Ahmedabad, India",2014-07-13,Silver,Bills,Female,25948,2014,7
429,"Greater Mumbai, India",2015-01-23,Silver,Bills,Female,120188,2015,1
430,"Greater Mumbai, India",2014-12-05,Signature,Bills,Female,8259,2014,12
431,"Delhi, India",2014-04-15,Signature,Bills,Female,285830,2014,4
432,"Bengaluru, India",2015-04-27,Gold,Bills,Female,67039,2015,4
433,"Ahmedabad, India",2014-07-25,Gold,Bills,Female,14370,2014,7
434,"Ahmedabad, India",2014-10-10,Platinum,Bills,Female,54304,2014,10
435,"Greater Mumbai, India",2013-10-18,Gold,Bills,Female,188856,2013,10
436,"Ahmedabad, India",2014-01-18,Gold,Bills,Female,44635,2014,1
437,"Greater Mumbai, India",2013-11-22,Platinum,Bills,Female,227273,2013,11
438,"Delhi, India",2014-03-26,Gold,Bills,Female,234200,2014,3
439,"Delhi, India",2014-12-12,Signature,Bills,Female,79053,2014,12
440,"Greater Mumbai, India",2015-03-01,Silver,Bills,Female,49711,2015,3
441,"Greater Mumbai, India",2014-10-29,Signature,Bills,Female,203463,2014,10
442,"Bengaluru, India",2014-07-29,Signature,Bills,Female,196985,2014,7
443,"Greater Mumbai, India",2015-04-18,Gold,Bills,Female,246457,2015,4
444,"Delhi, India",2013-11-05,Platinum,Bills,Female,88344,2013,11
445,"Bengaluru, India",2014-08-27,Signature,Bills,Female,167457,2014,8
446,"Bengaluru, India",2014-03-04,Gold,Bills,Female,254598,2014,3
447,"Delhi, India",2014-01-27,Platinum,Bills,Female,102486,2014,1
448,"Greater Mumbai, India",2014-01-18,Silver,Bills,Female,159428,2014,1
449,"Bengaluru, India",2014-01-28,Platinum,Bills,Female,296987,2014,1
450,"Ahmedabad, India",2015-02-06,Signature,Bills,Female,89418,2015,2
451,"Delhi, India",2015-02-26,Signature,Bills,Female,77247,2015,2
452,"Bengaluru, India",2014-01-24,Gold,Bills,Female,66542,2014,1
453,"Greater Mumbai, India",2014-11-27,Silver,Bills,Female,194526,2014,11
454,"Bengaluru, India",2014-07-16,Signature,Bills,Female,178119,2014,7
455,"Bengaluru, India",2014-05-16,Gold,Bills,Female,258653,2014,5
456,"Delhi, India",2014-11-02,Silver,Bills,Female,97425,2014,11
457,"Delhi, India",2014-05-23,Gold,Bills,Female,223185,2014,5
458,"Greater Mumbai, India",2015-01-28,Gold,Bills,Female,224750,2015,1
459,"Ahmedabad, India",2014-01-17,Signature,Bills,Female,103363,2014,1
460,"Greater Mumbai, India",2014-11-27,Platinum,Bills,Female,49090,2014,11
461,"Bengaluru, India",2014-11-20,Platinum,Bills,Female,140584,2014,11
462,"Delhi, India",2014-06-26,Platinum,Bills,Female,61272,2014,6
463,"Delhi, India",2014-01-02,Silver,Bills,Female,25200,2014,1
464,"Greater Mumbai, India",2013-12-09,Signature,Bills,Female,249893,2013,12
465,"Bengaluru, India",2014-05-25,Gold,Bills,Female,91325,2014,5
466,"Greater Mumbai, India",2014-04-14,Silver,Bills,Female,81641,2014,4
467,"Greater Mumbai, India",2015-04-14,Platinum,Bills,Female,267700,2015,4
468,"Greater Mumbai, India",2014-11-20,Silver,Food,Female,193429,2014,11
469,"Ahmedabad, India",2014-04-22,Gold,Food,Female,97674,2014,4
470,"Bengaluru, India",2014-03-08,Silver,Food,Female,222579,2014,3
471,"Bengaluru, India",2015-03-19,Platinum,Food,Female,194846,2015,3
472,"Greater Mumbai, India",2015-02-22,Signature,Food,Female,62690,2015,2
473,"Greater Mumbai, India",2015-02-08,Signature,Food,Female,225614,2015,2
474,"Ahmedabad, India",2013-10-20,Signature,Food,Female,13879,2013,10
475,"Ahmedabad, India",2015-02-04,Gold,Food,Female,279579,2015,2
476,"Bengaluru, India",2014-09-10,Gold,Food,Female,253183,2014,9
477,"Bengaluru, India",2014-05-10,Signature,Food,Female,183197,2014,5
478,"Bengaluru, India",2014-08-27,Gold,Food,Female,260046,2014,8
479,"Bengaluru, India",2014-07-21,Gold,Food,Female,95981,2014,7
480,"Bengaluru, India",2014-03-02,Gold,Food,Female,157399,2014,3
481,"Delhi, India",2014-02-20,Signature,Food,Female,140041,2014,2
482,"Ahmedabad, India",2014-01-05,Platinum,Food,Female,288339,2014,1
483,"Ahmedabad, India",2014-01-02,Platinum,Food,Female,49494,2014,1
484,"Bengaluru, India",2015-04-16,Platinum,Food,Female,43954,2015,4
485,"Bengaluru, India",2013-11-30,Platinum,Food,Female,35543,2013,11
486,"Greater Mumbai, India",2014-01-05,Signature,Food,Female,12982,2014,1
487,"Delhi, India",2014-04-02,Platinum,Food,Female,213140,2014,4
488,"Greater Mumbai, India",2013-10-22,Platinum,Food,Female,95741,2013,10
489,"Bengaluru, India",2013-12-07,Platinum,Food,Female,129144,2013,12
490,"Ahmedabad, India",2014-03-04,Gold,Food,Female,115551,2014,3
491,"Bengaluru, India",2014-04-26,Gold,Food,Female,57961,2014,4
492,"Ahmedabad, India",2015-01-04,Silver,Food,Female,209527,2015,1
493,"Ahmedabad, India",2014-07-08,Gold,Food,Female,15892,2014,7
494,"Bengaluru, India",2013-12-01,Signature,Food,Female,155659,2013,12
495,"Greater Mumbai, India",2014-06-17,Silver,Food,Female,246215,2014,6
496,"Greater Mumbai, India",2014-10-15,Signature,Food,Female,149465,2014,10
497,"Ahmedabad, India",2014-08-22,Gold,Food,Female,259694,2014,8
498,"Delhi, India",2014-02-23,Silver,Food,Female,70009,2014,2
499,"Greater Mumbai, India",2015-01-05,Gold,Food,Female,233391,2015,1
500,"Ahmedabad, India",2014-08-04,Silver,Food,Female,35002,2014,8
501,"Ahmedabad, India",2015-04-18,Silver,Food,Female,156519,2015,4
502,"Bengaluru, India",2014-04-22,Gold,Food,Female,286786,2014,4
503,"Bengaluru, India",2014-09-18,Signature,Food,Female,173244,2014,9
504,"Bengaluru, India",2014-12-31,Platinum,Food,Female,195804,2014,12
505,"Ahmedabad, India",2015-02-09,Platinum,Food,Female,162827,2015,2
506,"Bengaluru, India",2015-01-26,Signature,Food,Female,20036,2015,1
507,"Bengaluru, India",2014-07-17,Signature,Food,Female,266125,2014,7
508,"Greater Mumbai, India",2014-03-10,Signature,Food,Female,156531,2014,3
509,"Ahmedabad, India",2014-10-20,Signature,Food,Female,288673,2014,10
510,"Ahmedabad, India",2014-10-13,Signature,Food,Female,67474,2014,10
511,"Delhi, India",2014-09-28,Platinum,Food,Female,220674,2014,9
512,"Greater Mumbai, India",2014-04-24,Gold,Food,Female,282988,2014,4
513,"Bengaluru, India",2014-08-24,Signature,Food,Female,206308,2014,8
514,"Bengaluru, India",2014-11-27,Platinum,Food,Female,243074,2014,11
515,"Ahmedabad, India",2015-04-04,Signature,Food,Female,247181,2015,4
516,"Greater Mumbai, India",2014-08-08,Signature,Food,Female,111842,2014,8
517,"Delhi, India",2015-03-23,Gold,Food,Female,277079,2015,3
518,"Delhi, India",2015-01-28,Silver,Food,Female,218638,2015,1
519,"Ahmedabad, India",2014-11-14,Gold,Food,Female,152216,2014,11
520,"Delhi, India",2015-04-14,Signature,Food,Female,42620,2015,4
521,"Ahmedabad, India",2014-01-12,Gold,Food,Female,101639,2014,1
522,"Greater Mumbai, India",2014-03-02,Silver,Food,Female,102966,2014,3
523,"Bengaluru, India",2015-03-10,Platinum,Food,Female,127650,2015,3
524,"Greater Mumbai, India",2014-06-24,Platinum,Food,Female,277737,2014,6
525,"Bengaluru, India",2015-03-19,Signature,Food,Female,251805,2015,3
526,"Ahmedabad, India",2014-02-19,Signature,Food,Female,288284,2014,2
527,"Bengaluru, India",2013-10-22,Gold,Food,Female,125290,2013,10
528,"Bengaluru, India",2014-08-20,Silver,Food,Female,166602,2014,8
529,"Ahmedabad, India",2014-04-14,Silver,Food,Female,219097,2014,4
530,"Bengaluru, India",2015-03-26,Gold,Food,Female,34082,2015,3
531,"Bengaluru, India",2014-05-08,Silver,Food,Female,20573,2014,5
532,"Bengaluru, India",2013-10-28,Platinum,Food,Female,245056,2013,10
533,"Ahmedabad, India",2013-12-20,Signature,Food,Female,131847,2013,12
534,"Delhi, India",2015-01-16,Platinum,Food,Female,276873,2015,1
535,"Bengaluru, India",2014-05-06,Silver,Food,Female,138342,2014,5
536,"Ahmedabad, India",2015-01-09,Signature,Food,Female,137292,2015,1
537,"Ahmedabad, India",2014-03-04,Signature,Food,Female,147750,2014,3
538,"Bengaluru, India",2013-10-18,Signature,Food,Female,2397,2013,10
539,"Bengaluru, India",2014-07-16,Gold,Food,Female,31051,2014,7
540,"Delhi, India",2014-10-01,Signature,Food,Female,55137,2014,10
541,"Greater Mumbai, India",2013-11-08,Gold,Food,Female,136040,2013,11
542,"Ahmedabad, India",2014-12-08,Platinum,Food,Female,181721,2014,12
543,"Delhi, India",2014-03-12,Signature,Food,Female,81753,2014,3
544,"Ahmedabad, India",2014-11-28,Platinum,Food,Female,266386,2014,11
545,"Ahmedabad, India",2015-05-03,Silver,Food,Female,259008,2015,5
546,"Greater Mumbai, India",2015-03-10,Silver,Food,Female,250995,2015,3
547,"Delhi, India",2014-10-06,Signature,Food,Female,232155,2014,10
548,"Greater Mumbai, India",2014-02-13,Silver,Food,Female,48012,2014,2
549,"Delhi, India",2015-01-01,Signature,Food,Female,296543,2015,1
550,"Greater Mumbai, India",2014-12-25,Signature,Food,Female,246893,2014,12
551,"Ahmedabad, India",2015-03-19,Platinum,Food,Female,95807,2015,3
552,"Ahmedabad, India",2014-08-22,Platinum,Food,Female,165278,2014,8
553,"Ahmedabad, India",2014-08-15,Silver,Food,Female,191618,2014,8
554,"Greater Mumbai, India",2015-04-26,Silver,Food,Female,159718,2015,4
555,"Ahmedabad, India",2014-11-28,Gold,Food,Female,213552,2014,11
556,"Greater Mumbai, India",2015-05-03,Gold,Food,Female,249061,2015,5
557,"Delhi, India",2014-02-24,Silver,Food,Female,279377,2014,2
558,"Delhi, India",2014-12-19,Silver,Food,Female,233694,2014,12
559,"Bengaluru, India",2014-06-21,Silver,Food,Female,102362,2014,6
560,"Bengaluru, India",2014-09-10,Silver,Food,Female,108296,2014,9
561,"Bengaluru, India",2015-04-13,Gold,Food,Female,258275,2015,4
562,"Bengaluru, India",2014-10-21,Silver,Food,Female,194260,2014,10
563,"Bengaluru, India",2015-04-12,Gold,Food,Female,167903,2015,4
564,"Ahmedabad, India",2015-01-29,Silver,Food,Female,128266,2015,1
565,"Bengaluru, India",2015-01-19,Signature,Food,Female,268543,2015,1
566,"Ahmedabad, India",2014-03-17,Signature,Food,Female,30653,2014,3
567,"Greater Mumbai, India",2015-01-01,Signature,Food,Female,189981,2015,1
568,"Delhi, India",2015-04-28,Gold,Food,Female,230325,2015,4
569,"Greater Mumbai, India",2015-03-13,Signature,Food,Female,176871,2015,3
570,"Greater Mumbai, India",2014-12-09,Platinum,Food,Female,171241,2014,12
571,"Greater Mumbai, India",2014-03-07,Silver,Food,Female,91846,2014,3
572,"Delhi, India",2013-11-13,Silver,Food,Female,162813,2013,11
573,"Delhi, India",2014-11-04,Silver,Food,Female,28569,2014,11
574,"Bengaluru, India",2014-11-16,Silver,Food,Female,231827,2014,11
575,"Delhi, India",2015-03-04,Silver,Food,Female,281283,2015,3
576,"Bengaluru, India",2013-10-15,Silver,Food,Female,291358,2013,10
577,"Delhi, India",2014-07-27,Signature,Food,Female,288888,2014,7
578,"Delhi, India",2014-11-22,Gold,Food,Female,283575,2014,11
579,"Greater Mumbai, India",2014-07-24,Silver,Food,Female,132827,2014,7
580,"Delhi, India",2014-08-31,Silver,Food,Female,200721,2014,8
581,"Ahmedabad, India",2014-01-12,Signature,Food,Female,190220,2014,1
582,"Ahmedabad, India",2015-02-05,Signature,Food,Female,265508,2015,2
583,"Greater Mumbai, India",2013-12-10,Platinum,Food,Female,298838,2013,12
584,"Greater Mumbai, India",2014-01-12,Silver,Food,Female,203106,2014,1
585,"Ahmedabad, India",2014-10-19,Platinum,Food,Female,196647,2014,10
586,"Delhi, India",2015-01-05,Gold,Food,Female,136602,2015,1
587,"Greater Mumbai, India",2014-02-24,Gold,Food,Female,236980,2014,2
588,"Greater Mumbai, India",2014-03-23,Signature,Food,Female,59121,2014,3
589,"Bengaluru, India",2014-01-07,Silver,Food,Female,193944,2014,1
590,"Greater Mumbai, India",2014-08-13,Platinum,Food,Female,109857,2014,8
591,"Bengaluru, India",2013-10-30,Signature,Food,Female,57768,2013,10
592,"Ahmedabad, India",2014-08-02,Gold,Food,Female,207196,2014,8
593,"Ahmedabad, India",2014-08-26,Platinum,Food,Female,8056,2014,8
594,"Ahmedabad, India",2015-01-05,Platinum,Food,Female,178478,2015,1
595,"Bengaluru, India",2014-08-02,Platinum,Food,Female,246046,2014,8
596,"Ahmedabad, India",2014-04-29,Platinum,Food,Female,192382,2014,4
597,"Greater Mumbai, India",2014-10-25,Gold,Food,Female,19158,2014,10
598,"Greater Mumbai, India",2014-12-15,Platinum,Food,Female,9552,2014,12
599,"Delhi, India",2015-03-15,Platinum,Food,Female,276862,2015,3
600,"Bengaluru, India",2014-11-09,Silver,Food,Female,147958,2014,11
601,"Greater Mumbai, India",2014-09-20,Gold,Food,Female,151436,2014,9
602,"Ahmedabad, India",2014-11-26,Signature,Food,Female,271595,2014,11
603,"Bengaluru, India",2014-12-27,Platinum,Food,Female,8115,2014,12
604,"Greater Mumbai, India",2014-07-27,Silver,Food,Female,73172,2014,7
605,"Delhi, India",2014-09-03,Signature,Food,Female,196816,2014,9
606,"Ahmedabad, India",2014-02-16,Signature,Food,Female,162829,2014,2
607,"Bengaluru, India",2013-10-17,Signature,Food,Female,252669,2013,10
608,"Ahmedabad, India",2014-02-07,Gold,Food,Female,54746,2014,2
609,"Bengaluru, India",2013-11-11,Platinum,Food,Female,108079,2013,11
610,"Ahmedabad, India",2015-03-11,Platinum,Food,Female,240804,2015,3
611,"Ahmedabad, India",2015-03-07,Silver,Food,Female,11289,2015,3
612,"Bengaluru, India",2014-11-22,Silver,Food,Female,127020,2014,11
613,"Greater Mumbai, India",2014-04-04,Signature,Food,Female,114777,2014,4
614,"Delhi, India",2015-01-17,Platinum,Food,Female,88003,2015,1
615,"Delhi, India",2014-12-23,Silver,Food,Female,153154,2014,12
616,"Bengaluru, India",2014-10-16,Gold,Food,Female,114863,2014,10
617,"Bengaluru, India",2014-07-18,Gold,Food,Female,126912,2014,7
618,"Bengaluru, India",2013-12-04,Platinum,Food,Female,12621,2013,12
619,"Bengaluru, India",2014-09-01,Silver,Food,Female,248699,2014,9
620,"Ahmedabad, India",2015-04-12,Gold,Food,Female,232388,2015,4
621,"Delhi, India",2013-11-09,Silver,Food,Female,168039,2013,11
622,"Delhi, India",2013-10-04,Silver,Food,Female,122944,2013,10
623,"Bengaluru, India",2014-05-19,Platinum,Food,Female,171746,2014,5
624,"Greater Mumbai, India",2014-08-11,Platinum,Food,Female,168495,2014,8
625,"Ahmedabad, India",2014-09-20,Signature,Food,Female,252614,2014,9
626,"Greater Mumbai, India",2015-04-28,Platinum,Food,Female,233161,2015,4
627,"Greater Mumbai, India",2013-11-17,Gold,Food,Female,85459,2013,11
628,"Ahmedabad, India",2014-03-11,Signature,Food,Female,156075,2014,3
629,"Greater Mumbai, India",2014-07-16,Signature,Food,Female,161329,2014,7
630,"Greater Mumbai, India",2014-01-14,Gold,Food,Female,183105,2014,1
631,"Delhi, India",2014-11-01,Signature,Food,Female,252691,2014,11
632,"Delhi, India",2015-04-04,Gold,Food,Female,221345,2015,4
633,"Ahmedabad, India",2014-06-04,Platinum,Food,Female,131014,2014,6
634,"Ahmedabad, India",2013-12-28,Gold,Food,Female,21571,2013,12
635,"Greater Mumbai, India",2013-10-16,Silver,Food,Female,152307,2013,10
636,"Greater Mumbai, India",2015-03-11,Platinum,Food,Female,193060,2015,3
637,"Bengaluru, India",2015-01-08,Silver,Food,Female,133084,2015,1
638,"Ahmedabad, India",2014-05-08,Gold,Food,Female,194361,2014,5
639,"Ahmedabad, India",2014-09-05,Silver,Food,Female,286369,2014,9
640,"Greater Mumbai, India",2013-12-05,Silver,Food,Female,294814,2013,12
641,"Bengaluru, India",2014-10-01,Gold,Food,Female,276647,2014,10
642,"Greater Mumbai, India",2013-12-20,Signature,Food,Female,269712,2013,12
643,"Bengaluru, India",2013-12-30,Silver,Food,Female,167306,2013,12
644,"Greater Mumbai, India",2014-11-19,Silver,Food,Female,102247,2014,11
645,"Bengaluru, India",2014-10-15,Platinum,Food,Female,169677,2014,10
646,"Greater Mumbai, India",2014-07-09,Signature,Food,Female,253586,2014,7
647,"Delhi, India",2014-04-27,Gold,Food,Female,285567,2014,4
648,"Ahmedabad, India",2013-10-13,Signature,Food,Female,155529,2013,10
649,"Delhi, India",2014-11-17,Platinum,Food,Female,214039,2014,11
650,"Greater Mumbai, India",2015-01-04,Signature,Food,Female,25392,2015,1
651,"Ahmedabad, India",2015-03-09,Platinum,Food,Female,157972,2015,3
652,"Greater Mumbai, India",2014-06-15,Silver,Food,Female,200754,2014,6
